Area,Actividad,Grupo Poblacional,Establecimiento,Tipo Documento,Sexo,Edad,Etnia,Nivel Estudio
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,12,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Otro,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,14,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,12,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,13,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,13,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,70,NA,Secundaria
Puntos Vive Digital,Universitario,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,50,NA,Universitario
Puntos Vive Digital,Universitario,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,16,NA,Universitario
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Permiso por Protección Temporal,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,19,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Permiso por Protección Temporal,Masculino,18,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Instructor,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,44,NA,Instructor
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Secundaria
Puntos Vive Digital,Primaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Permiso por Protección Temporal,Masculino,15,NA,Primaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Secundaria
Puntos Vive Digital,universitario,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,44,NA,universitario
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Permiso por Protección Temporal,Masculino,18,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Permiso por Protección Temporal,Femenino,17,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,universitario,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,54,NA,universitario
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,70,NA,secundaria
Puntos Vive Digital,Tecnico,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,30,NA,Tecnico
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,18,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Permiso por Protección Temporal,Masculino,18,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Permiso por Protección Temporal,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,primaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,10,NA,primaria
Puntos Vive Digital,Primaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,10,NA,Primaria
Puntos Vive Digital,Primaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,8,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,11,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,12,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,53,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,35,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,47,NA,secundaria
Puntos Vive Digital,tecnologico,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,45,mestizo,tecnologico
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,57,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Registro Civil,Femenino,60,NA,secundaria
Puntos Vive Digital,Tecnico,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,61,NA,Tecnico
Puntos Vive Digital,tecnico,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,48,NA,tecnico
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,62,NA,Secundaria
Puntos Vive Digital,tecnico,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,60,NA,tecnico
Puntos Vive Digital,primaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Femenino,54,NA,primaria
Puntos Vive Digital,universitario,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,42,NA,universitario
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,18,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,18,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Otro,Masculino,15,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Cédula Ciudadanía,Masculino,18,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CALLE 70 # 20-63 MZ 6 SAN FERNANDO,Tarjeta de Identidad,Masculino,11,NA,Secundaria
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,29,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,22,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,35,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,18,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,25,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Tarjeta de Identidad,Masculino,16,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,37,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Tarjeta de Identidad,Masculino,16,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,60,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,34,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Tarjeta de Identidad,Masculino,15,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,28,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,66,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,56,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Tarjeta de Identidad,Masculino,17,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,56,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,60,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,66,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,35,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,78,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,36,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Otro,Masculino,15,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,53,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,44,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Tarjeta de Identidad,Masculino,17,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,35,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Otro,Masculino,15,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Otro,Masculino,52,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,44,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,40,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,53,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,33,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,19,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,34,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,35,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,42,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,36,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,53,NA,NA
Puntos Vive Digital,NA,General,CARRERA 9 # 16-60 CENTRO CULTURAL LUCY TEJADA PISO 4,Cédula Ciudadanía,Masculino,37,NA,NA
